id_funcionario,id_companhia,id_aeroporto_base,nome_completo,cargo,data_nascimento,data_admissao,salario,criado_em,atualizado_em
181,8,17,Luísa Silveira,Copiloto,1966-05-10,2018-07-06,5132.088972367335,2018-07-06 00:00:00.000000,2019-03-22 00:00:00.000000
182,1,19,Gabriela Andrade,Copiloto,1985-01-05,2024-08-31,5421.356035805617,2024-08-31 00:00:00.000000,2025-02-28 00:00:00.000000
183,1,8,Eloah Câmara,Comissário,1995-10-12,2019-05-07,9544.96028987534,2019-05-07 00:00:00.000000,2019-10-27 00:00:00.000000
184,7,44,Eloah da Cruz,Comissário,1999-10-27,2019-03-31,6174.937309043321,2019-03-31 00:00:00.000000,2019-11-16 00:00:00.000000
185,8,47,Maria Flor Sousa,Agente de Solo,1964-11-29,2017-12-10,9935.075787827036,2017-12-10 00:00:00.000000,2018-05-10 00:00:00.000000
186,3,30,Liam Pires,Piloto,1964-12-28,2022-04-04,3928.4358364041427,2022-04-04 00:00:00.000000,2022-12-08 00:00:00.000000
187,1,25,Natália da Paz,Comissário,1982-03-02,2021-10-07,13051.626335616935,2021-10-07 00:00:00.000000,2021-12-06 00:00:00.000000
188,8,69,Dra. Evelyn Siqueira,Copiloto,1968-03-22,2019-03-23,5618.321922790434,2019-03-23 00:00:00.000000,2019-12-09 00:00:00.000000
189,7,53,Yago Silveira,Agente de Solo,1974-03-11,2018-02-22,8952.942196360787,2018-02-22 00:00:00.000000,2018-07-20 00:00:00.000000
190,2,26,Yan Duarte,Mecânico,1969-08-12,2019-06-28,14803.945396876408,2019-06-28 00:00:00.000000,2020-02-24 00:00:00.000000
191,2,38,Matheus da Mota,Piloto,1978-11-04,2018-01-15,24713.093231565443,2018-01-15 00:00:00.000000,2018-02-17 00:00:00.000000
192,5,16,Ian Rodrigues,Mecânico,1982-07-28,2018-05-22,16473.4531182164,2018-05-22 00:00:00.000000,2018-07-19 00:00:00.000000
193,4,62,Olívia das Neves,Comissário,1988-07-08,2020-02-17,14488.858558271319,2020-02-17 00:00:00.000000,2020-02-23 00:00:00.000000
194,7,3,Davi Miguel Sampaio,Mecânico,1973-08-21,2016-02-20,19878.22192212877,2016-02-20 00:00:00.000000,2016-08-27 00:00:00.000000
195,2,64,Bárbara Abreu,Comissário,1991-10-26,2020-04-11,21613.121774543168,2020-04-11 00:00:00.000000,2021-02-02 00:00:00.000000
196,8,52,Camila Brito,Comissário,1998-07-20,2019-01-19,5836.245249699108,2019-01-19 00:00:00.000000,2019-09-22 00:00:00.000000
197,8,79,Dra. Marcela Rios,Copiloto,1969-05-08,2024-04-13,5492.627571547157,2024-04-13 00:00:00.000000,2024-09-03 00:00:00.000000
198,1,54,Eloá Borges,Mecânico,2000-04-22,2020-02-28,8508.669566747303,2020-02-28 00:00:00.000000,2020-04-25 00:00:00.000000
199,1,39,Ana Lívia Porto,Piloto,1986-10-31,2021-10-11,13636.130962657873,2021-10-11 00:00:00.000000,2022-01-17 00:00:00.000000
200,1,56,Luara Novais,Agente de Solo,1965-06-27,2024-12-11,12597.715476019448,2024-12-11 00:00:00.000000,2025-08-15 00:00:00.000000
201,4,31,Heloisa Costa,Agente de Solo,1977-07-12,2023-12-08,17508.17190851174,2023-12-08 00:00:00.000000,2024-05-28 00:00:00.000000
202,1,32,Ana Luiza Vasconcelos,Agente de Solo,1994-02-16,2019-05-19,21904.527512930166,2019-05-19 00:00:00.000000,2019-09-01 00:00:00.000000
203,4,47,João Felipe Sales,Mecânico,1983-07-31,2025-06-14,10588.872082532162,2025-06-14 00:00:00.000000,2025-11-25 22:51:33.893532
204,6,57,Sr. Levi da Luz,Agente de Solo,1972-07-14,2016-09-24,10565.77724588368,2016-09-24 00:00:00.000000,2017-03-10 00:00:00.000000
205,7,80,Dra. Ayla da Paz,Agente de Solo,1975-09-11,2022-07-14,19036.506169331944,2022-07-14 00:00:00.000000,2022-11-17 00:00:00.000000
206,1,71,Maria Fernanda da Mota,Comissário,1982-11-30,2019-03-15,20921.49185297652,2019-03-15 00:00:00.000000,2019-08-01 00:00:00.000000
207,2,20,Bianca Borges,Agente de Solo,1968-03-01,2018-09-17,10844.578088337861,2018-09-17 00:00:00.000000,2019-06-25 00:00:00.000000
208,4,30,Henry Alves,Agente de Solo,1995-12-17,2023-03-07,22923.864015092764,2023-03-07 00:00:00.000000,2023-08-08 00:00:00.000000
209,2,6,Elisa Nascimento,Comissário,1992-05-14,2016-04-30,15846.751306951164,2016-04-30 00:00:00.000000,2016-06-01 00:00:00.000000
210,2,5,Isaac da Cunha,Comissário,1967-06-29,2025-09-07,22907.45564215532,2025-09-07 00:00:00.000000,2025-11-25 22:51:33.893837
211,1,8,Isabel Rezende,Agente de Solo,1990-11-06,2017-09-06,5713.208549596977,2017-09-06 00:00:00.000000,2017-09-23 00:00:00.000000
212,7,36,Marcos Vinicius Alves,Piloto,1967-05-27,2022-12-10,17035.33052746892,2022-12-10 00:00:00.000000,2023-08-12 00:00:00.000000
213,1,42,Sra. Luna Silveira,Comissário,1984-07-16,2017-10-31,21704.87720039478,2017-10-31 00:00:00.000000,2018-07-29 00:00:00.000000
214,3,5,Amanda Viana,Mecânico,1983-04-06,2024-01-10,21827.715051834446,2024-01-10 00:00:00.000000,2024-03-01 00:00:00.000000
215,1,61,Kevin Sales,Agente de Solo,1989-05-04,2024-08-11,12647.589867568171,2024-08-11 00:00:00.000000,2024-10-06 00:00:00.000000
216,6,4,Dr. Danilo Leão,Piloto,1997-02-19,2019-08-24,11159.892872014985,2019-08-24 00:00:00.000000,2020-05-10 00:00:00.000000
217,1,75,Maria Fernanda Macedo,Comissário,1981-02-01,2018-02-18,5044.222031191658,2018-02-18 00:00:00.000000,2018-08-19 00:00:00.000000
218,3,23,Sr. Paulo Costa,Agente de Solo,2001-12-31,2023-05-27,7844.623155439556,2023-05-27 00:00:00.000000,2023-12-11 00:00:00.000000
219,7,64,Ana Vitória das Neves,Comissário,1967-12-20,2025-06-29,11911.794445709234,2025-06-29 00:00:00.000000,2025-11-25 22:51:33.894380
220,5,75,Raquel Siqueira,Mecânico,1966-12-25,2019-04-26,11655.786062576892,2019-04-26 00:00:00.000000,2019-12-20 00:00:00.000000
221,6,33,Heloisa da Rocha,Mecânico,1999-09-20,2025-09-24,3638.80492015056,2025-09-24 00:00:00.000000,2025-10-29 00:00:00.000000
222,3,26,Lara Rodrigues,Agente de Solo,1968-11-08,2017-12-04,13497.887690794372,2017-12-04 00:00:00.000000,2018-08-13 00:00:00.000000
223,2,23,Dr. Pietro Pimenta,Comissário,1977-09-09,2024-07-10,3309.681330064947,2024-07-10 00:00:00.000000,2024-10-24 00:00:00.000000
224,4,26,Enzo da Rosa,Comissário,1982-01-24,2025-05-25,8522.210265109741,2025-05-25 00:00:00.000000,2025-06-05 00:00:00.000000
225,4,67,Isaque Albuquerque,Mecânico,1986-02-01,2024-02-07,18047.23367417902,2024-02-07 00:00:00.000000,2024-06-11 00:00:00.000000
226,2,64,Maria Clara Pacheco,Mecânico,1996-11-18,2020-01-18,20379.374730177424,2020-01-18 00:00:00.000000,2020-04-23 00:00:00.000000
227,4,57,Aylla Souza,Mecânico,2001-11-27,2025-02-20,19938.29761027642,2025-02-20 00:00:00.000000,2025-03-28 00:00:00.000000
228,2,7,Gael Costela,Mecânico,2005-03-20,2022-08-12,18408.168724297975,2022-08-12 00:00:00.000000,2023-05-06 00:00:00.000000
229,3,27,Miguel Novais,Comissário,1966-09-30,2022-03-15,14119.723813362896,2022-03-15 00:00:00.000000,2022-06-06 00:00:00.000000
230,1,72,Sr. Gael das Neves,Comissário,1971-06-22,2018-11-09,15857.026834437233,2018-11-09 00:00:00.000000,2019-06-09 00:00:00.000000
231,2,53,Stella Moreira,Mecânico,2004-10-08,2022-09-04,4037.4293146280916,2022-09-04 00:00:00.000000,2023-04-16 00:00:00.000000
232,1,33,Ester Mendonça,Piloto,1967-03-23,2017-01-19,19034.262808186126,2017-01-19 00:00:00.000000,2017-05-10 00:00:00.000000
233,5,26,Igor Farias,Comissário,2001-01-13,2025-06-01,22583.893062525785,2025-06-01 00:00:00.000000,2025-11-25 22:51:33.895052
234,4,61,Ravi Lucca Castro,Mecânico,1974-02-22,2023-05-24,21696.225616327265,2023-05-24 00:00:00.000000,2023-07-21 00:00:00.000000
235,6,43,Daniela Caldeira,Comissário,1994-01-15,2020-04-07,22553.52273245141,2020-04-07 00:00:00.000000,2020-06-11 00:00:00.000000
236,2,39,Liam Duarte,Mecânico,1994-02-23,2021-01-18,15311.323177379953,2021-01-18 00:00:00.000000,2021-11-01 00:00:00.000000
237,3,76,Dr. Ryan Machado,Piloto,1985-02-12,2019-01-04,24493.47542209919,2019-01-04 00:00:00.000000,2019-02-24 00:00:00.000000
238,1,23,Isaque da Rosa,Comissário,1970-12-01,2022-10-13,15927.08208221218,2022-10-13 00:00:00.000000,2023-04-14 00:00:00.000000
239,3,77,Srta. Elisa da Rocha,Comissário,1970-10-24,2018-09-27,18696.472537339923,2018-09-27 00:00:00.000000,2019-02-11 00:00:00.000000
240,3,68,Vinícius Siqueira,Comissário,1981-09-09,2019-11-09,19093.697462324926,2019-11-09 00:00:00.000000,2020-05-19 00:00:00.000000
241,8,50,Ravi Barros,Comissário,1998-03-24,2019-05-09,6107.026101672964,2019-05-09 00:00:00.000000,2019-08-09 00:00:00.000000
242,5,3,Anthony Monteiro,Comissário,2002-05-25,2019-06-20,9117.440295234499,2019-06-20 00:00:00.000000,2019-10-14 00:00:00.000000
243,5,40,Levi Alves,Comissário,1996-11-04,2022-10-09,22519.15107018831,2022-10-09 00:00:00.000000,2023-02-07 00:00:00.000000
244,3,62,Rael Abreu,Mecânico,1977-01-28,2017-11-29,22965.429671936283,2017-11-29 00:00:00.000000,2018-01-02 00:00:00.000000
245,8,45,Ayla Dias,Comissário,1973-07-22,2021-02-13,24966.154999963466,2021-02-13 00:00:00.000000,2021-09-02 00:00:00.000000
246,2,76,Sarah Silveira,Comissário,2005-10-05,2016-01-02,19067.275541714745,2016-01-02 00:00:00.000000,2016-06-17 00:00:00.000000
247,2,56,Francisco Mendes,Copiloto,1975-07-17,2019-08-29,3258.13262566996,2019-08-29 00:00:00.000000,2019-09-25 00:00:00.000000
248,8,34,Cecilia Melo,Comissário,1995-04-10,2024-01-06,22302.735973944407,2024-01-06 00:00:00.000000,2024-06-10 00:00:00.000000
249,1,32,Marcelo Brito,Comissário,1982-09-23,2022-02-28,10320.009583541729,2022-02-28 00:00:00.000000,2022-06-03 00:00:00.000000
250,8,31,Dr. Rodrigo Farias,Comissário,1981-03-13,2019-02-21,22044.721340770968,2019-02-21 00:00:00.000000,2019-12-14 00:00:00.000000
251,1,25,Ana Cecília Campos,Comissário,1981-03-02,2021-04-24,18152.30994467575,2021-04-24 00:00:00.000000,2022-01-25 00:00:00.000000
252,3,15,Sra. Lavínia Carvalho,Copiloto,1967-02-02,2020-07-05,11033.218307659523,2020-07-05 00:00:00.000000,2021-02-03 00:00:00.000000
253,8,41,Juliana Rodrigues,Mecânico,1985-04-06,2025-02-12,15703.396459375343,2025-02-12 00:00:00.000000,2025-11-25 22:51:33.895996
254,1,19,Brenda Moreira,Copiloto,1994-09-28,2023-04-16,8573.373943221359,2023-04-16 00:00:00.000000,2023-07-27 00:00:00.000000
255,1,80,Nicolas da Rocha,Comissário,1972-08-10,2025-09-23,17332.409714257476,2025-09-23 00:00:00.000000,2025-10-28 00:00:00.000000
256,8,35,Isaac Costela,Mecânico,1992-11-11,2017-04-14,17834.100317302764,2017-04-14 00:00:00.000000,2017-07-03 00:00:00.000000
257,1,34,Vicente da Mata,Agente de Solo,1992-04-20,2020-05-06,14050.037606951948,2020-05-06 00:00:00.000000,2020-06-28 00:00:00.000000
258,7,39,Laura Caldeira,Comissário,1981-04-01,2020-10-22,23951.681912498756,2020-10-22 00:00:00.000000,2020-11-20 00:00:00.000000
259,8,27,Gustavo Henrique Silva,Comissário,1977-06-10,2023-02-05,5037.563433937455,2023-02-05 00:00:00.000000,2023-08-29 00:00:00.000000
260,2,20,Rafael Correia,Comissário,1986-12-24,2022-03-08,12283.738318489599,2022-03-08 00:00:00.000000,2022-05-09 00:00:00.000000
261,1,34,Marcelo Silveira,Agente de Solo,2000-12-27,2023-10-05,10577.819804161503,2023-10-05 00:00:00.000000,2023-12-08 00:00:00.000000
262,3,39,Eloá Silveira,Comissário,1969-06-11,2020-09-11,8932.0295344925,2020-09-11 00:00:00.000000,2020-12-24 00:00:00.000000
263,7,42,Enzo Montenegro,Copiloto,1985-11-16,2023-05-04,12200.777572999663,2023-05-04 00:00:00.000000,2023-05-25 00:00:00.000000
264,4,16,Igor Leão,Comissário,1995-06-12,2023-06-06,15376.733826107931,2023-06-06 00:00:00.000000,2023-10-09 00:00:00.000000
265,2,51,Ana Luiza Rocha,Piloto,2003-10-30,2020-02-16,5657.32048934078,2020-02-16 00:00:00.000000,2020-02-26 00:00:00.000000
266,1,51,Mateus Vieira,Comissário,1999-08-15,2020-12-29,5093.9688040268475,2020-12-29 00:00:00.000000,2021-09-20 00:00:00.000000
267,5,57,Benjamin da Mata,Agente de Solo,1984-02-26,2024-10-20,22722.77494252214,2024-10-20 00:00:00.000000,2025-07-10 00:00:00.000000
268,6,40,Dr. Pedro Henrique Duarte,Piloto,1967-09-26,2021-07-26,17800.035673066566,2021-07-26 00:00:00.000000,2021-08-19 00:00:00.000000
269,1,28,João Guilherme Costela,Copiloto,1970-01-04,2018-05-30,19968.16405522911,2018-05-30 00:00:00.000000,2018-09-22 00:00:00.000000
270,5,29,Maria Vitória Fogaça,Mecânico,1990-01-24,2023-06-17,20612.838595338802,2023-06-17 00:00:00.000000,2024-01-29 00:00:00.000000
271,4,13,Ana Luiza Fonseca,Agente de Solo,1972-08-28,2018-11-07,21419.037880192045,2018-11-07 00:00:00.000000,2019-04-30 00:00:00.000000
272,6,28,Bella Ramos,Copiloto,1986-05-21,2018-01-05,23918.638825024424,2018-01-05 00:00:00.000000,2018-02-06 00:00:00.000000
273,8,37,Liz Campos,Copiloto,1975-12-21,2024-03-06,6230.286631369999,2024-03-06 00:00:00.000000,2024-11-26 00:00:00.000000
274,6,42,Dr. Caleb Fogaça,Piloto,1989-02-28,2019-06-15,5203.400851729168,2019-06-15 00:00:00.000000,2019-12-25 00:00:00.000000
275,7,41,Luana da Mata,Piloto,1984-06-24,2023-11-09,9395.808299456934,2023-11-09 00:00:00.000000,2024-08-16 00:00:00.000000
276,4,80,Clara da Conceição,Mecânico,1985-10-02,2020-11-29,15879.156405197751,2020-11-29 00:00:00.000000,2021-05-26 00:00:00.000000
277,5,73,Stella Barbosa,Mecânico,1965-08-22,2024-04-17,21816.854962348338,2024-04-17 00:00:00.000000,2024-11-13 00:00:00.000000
278,7,50,Cauã Sousa,Mecânico,1993-02-11,2018-03-26,4494.625096604857,2018-03-26 00:00:00.000000,2018-05-12 00:00:00.000000
279,5,79,Pietra Nunes,Mecânico,2004-02-14,2022-02-12,17590.34859877976,2022-02-12 00:00:00.000000,2022-03-17 00:00:00.000000
280,5,57,Sra. Ana Carolina Lopes,Copiloto,1971-04-22,2017-03-24,4424.163528440084,2017-03-24 00:00:00.000000,2017-10-20 00:00:00.000000
281,4,55,Stella Vieira,Copiloto,2004-11-26,2016-12-17,22750.116871545917,2016-12-17 00:00:00.000000,2017-04-03 00:00:00.000000
282,2,59,Thales Borges,Comissário,1975-09-28,2025-09-18,15531.839957395288,2025-09-18 00:00:00.000000,2025-10-06 00:00:00.000000
283,1,78,Maya Alves,Agente de Solo,1986-09-07,2020-07-11,5254.003490518435,2020-07-11 00:00:00.000000,2021-04-08 00:00:00.000000
284,4,43,João Gabriel da Mota,Mecânico,1970-12-23,2017-07-19,20897.29395213114,2017-07-19 00:00:00.000000,2017-11-06 00:00:00.000000
285,8,53,Maria Luísa da Paz,Agente de Solo,1990-06-16,2023-02-18,6363.065153971715,2023-02-18 00:00:00.000000,2023-11-01 00:00:00.000000
286,3,11,João Gabriel Jesus,Agente de Solo,1967-05-12,2018-10-13,14571.024206197888,2018-10-13 00:00:00.000000,2019-07-07 00:00:00.000000
287,1,38,Sara Rezende,Agente de Solo,2002-12-31,2016-07-29,7827.272790080557,2016-07-29 00:00:00.000000,2016-11-24 00:00:00.000000
288,8,67,Ana Sophia Caldeira,Agente de Solo,1964-11-28,2022-03-18,12498.386095493772,2022-03-18 00:00:00.000000,2022-05-18 00:00:00.000000
289,2,22,Vitor Hugo Oliveira,Piloto,1985-11-09,2023-07-20,11490.56437778999,2023-07-20 00:00:00.000000,2024-01-29 00:00:00.000000
290,2,25,Amanda Nunes,Agente de Solo,1965-04-16,2025-06-15,13684.922923686521,2025-06-15 00:00:00.000000,2025-08-08 00:00:00.000000
291,4,16,Dra. Maria Fernanda Porto,Comissário,1967-12-28,2018-07-03,17738.03283121197,2018-07-03 00:00:00.000000,2019-02-24 00:00:00.000000
292,4,40,Gustavo Henrique Aragão,Mecânico,1981-03-17,2018-03-06,20091.30499187022,2018-03-06 00:00:00.000000,2018-06-13 00:00:00.000000
293,1,25,Luigi das Neves,Mecânico,2001-03-15,2021-12-25,16932.56498008295,2021-12-25 00:00:00.000000,2022-06-17 00:00:00.000000
294,8,56,Vitor Hugo Albuquerque,Comissário,1987-08-11,2020-06-14,15354.61209146938,2020-06-14 00:00:00.000000,2020-10-21 00:00:00.000000
295,2,36,Mathias Rodrigues,Mecânico,1964-11-26,2021-09-12,20941.210852387427,2021-09-12 00:00:00.000000,2021-09-20 00:00:00.000000
296,2,56,Dr. Caio Gomes,Comissário,1997-06-24,2018-10-07,12504.315959869606,2018-10-07 00:00:00.000000,2019-01-06 00:00:00.000000
297,4,17,Camila Campos,Copiloto,1979-09-07,2018-07-04,23736.664332613076,2018-07-04 00:00:00.000000,2018-10-05 00:00:00.000000
298,7,17,Benicio Sá,Comissário,1977-01-19,2017-09-28,6344.540801514195,2017-09-28 00:00:00.000000,2018-06-09 00:00:00.000000
299,5,9,Rebeca Silva,Piloto,1986-03-11,2018-10-23,7506.373218799493,2018-10-23 00:00:00.000000,2018-12-23 00:00:00.000000
300,5,24,Asafe Abreu,Agente de Solo,1967-05-19,2025-04-26,6615.611394669019,2025-04-26 00:00:00.000000,2025-11-25 22:51:33.898393
301,2,63,Brayan Pacheco,Agente de Solo,1970-03-26,2017-01-13,5238.635439821507,2017-01-13 00:00:00.000000,2017-08-15 00:00:00.000000
302,1,33,Dr. Vinicius Rios,Piloto,2001-01-06,2023-08-08,19851.77889865278,2023-08-08 00:00:00.000000,2023-11-20 00:00:00.000000
303,8,78,Dr. Henry Oliveira,Agente de Solo,2001-01-12,2025-07-27,12058.745495838108,2025-07-27 00:00:00.000000,2025-07-28 00:00:00.000000
304,4,69,Sra. Lara Fogaça,Comissário,1967-02-12,2020-07-09,16397.218170114676,2020-07-09 00:00:00.000000,2021-04-21 00:00:00.000000
305,5,14,Srta. Vitória Lopes,Comissário,1981-07-19,2020-04-20,17625.3906806259,2020-04-20 00:00:00.000000,2020-08-03 00:00:00.000000
306,1,37,Maria Flor Peixoto,Agente de Solo,1966-05-22,2022-06-04,7728.069243333337,2022-06-04 00:00:00.000000,2022-12-10 00:00:00.000000
307,2,40,Allana Leão,Agente de Solo,1973-03-23,2020-10-17,3072.488968340493,2020-10-17 00:00:00.000000,2021-06-17 00:00:00.000000
308,1,57,Yan Santos,Comissário,1969-09-25,2015-12-24,7696.0732547642765,2015-12-24 00:00:00.000000,2016-02-20 00:00:00.000000
309,5,56,Maria Alice Costa,Comissário,2003-10-15,2024-09-06,16295.823898147457,2024-09-06 00:00:00.000000,2024-10-26 00:00:00.000000
310,5,38,Alice Melo,Copiloto,1982-06-10,2024-02-23,18599.019132539506,2024-02-23 00:00:00.000000,2024-04-30 00:00:00.000000
311,8,33,Thomas Rezende,Piloto,1986-08-19,2025-03-17,23422.077094754026,2025-03-17 00:00:00.000000,2025-10-03 00:00:00.000000
312,3,35,Mirella Azevedo,Copiloto,1978-12-20,2022-01-11,22790.752290255325,2022-01-11 00:00:00.000000,2022-04-10 00:00:00.000000
313,1,78,Sophie Lopes,Comissário,1974-09-06,2020-05-18,8423.982269919987,2020-05-18 00:00:00.000000,2020-10-08 00:00:00.000000
314,2,61,Sra. Maria Luísa Barbosa,Comissário,1979-08-22,2021-10-12,9242.054632826657,2021-10-12 00:00:00.000000,2022-04-01 00:00:00.000000
315,8,54,Srta. Catarina Fonseca,Copiloto,1972-06-22,2017-06-02,7267.5205621328205,2017-06-02 00:00:00.000000,2017-10-29 00:00:00.000000
316,8,26,Paulo Ferreira,Comissário,1992-04-10,2024-10-20,23535.557970312595,2024-10-20 00:00:00.000000,2025-04-03 00:00:00.000000
317,3,15,Milena Ferreira,Comissário,1972-09-13,2018-10-07,13541.437751798183,2018-10-07 00:00:00.000000,2019-03-01 00:00:00.000000
318,6,54,Benício da Luz,Comissário,1984-05-21,2025-08-06,22733.420654137903,2025-08-06 00:00:00.000000,2025-08-26 00:00:00.000000
319,8,17,Bryan Novaes,Comissário,1992-05-17,2020-08-16,16943.104759181544,2020-08-16 00:00:00.000000,2021-03-08 00:00:00.000000
320,1,51,João Ribeiro,Mecânico,1978-12-09,2019-11-16,19551.397958042096,2019-11-16 00:00:00.000000,2020-04-23 00:00:00.000000
321,8,74,Lucca Peixoto,Copiloto,1992-01-15,2025-01-07,11338.427614352157,2025-01-07 00:00:00.000000,2025-05-13 00:00:00.000000
322,7,40,Luigi Ferreira,Comissário,1989-11-29,2020-03-26,20007.5801728898,2020-03-26 00:00:00.000000,2020-09-27 00:00:00.000000
323,3,32,Marcela Alves,Agente de Solo,1970-08-08,2022-09-11,23656.245955962844,2022-09-11 00:00:00.000000,2022-10-23 00:00:00.000000
324,1,79,Isabela Camargo,Comissário,1993-01-22,2019-07-20,14955.392433683157,2019-07-20 00:00:00.000000,2020-03-04 00:00:00.000000
325,1,25,Marina Mendonça,Agente de Solo,1973-08-12,2017-07-23,9467.304308593732,2017-07-23 00:00:00.000000,2018-03-14 00:00:00.000000
326,8,9,Sra. Isabelly Melo,Comissário,1969-01-16,2020-08-11,24738.39062162667,2020-08-11 00:00:00.000000,2020-11-25 00:00:00.000000
327,6,80,Dr. Vinícius das Neves,Copiloto,1973-10-08,2024-06-07,9347.361682982577,2024-06-07 00:00:00.000000,2024-12-22 00:00:00.000000
328,8,31,Eloá Guerra,Copiloto,1993-09-16,2024-04-17,4091.2500417865813,2024-04-17 00:00:00.000000,2024-06-21 00:00:00.000000
329,2,13,Srta. Heloisa Cunha,Comissário,1970-02-07,2019-12-12,17374.625640236543,2019-12-12 00:00:00.000000,2020-07-05 00:00:00.000000
330,5,44,Ana Laura Rios,Mecânico,2005-02-04,2023-03-03,16105.176549758056,2023-03-03 00:00:00.000000,2023-10-31 00:00:00.000000
331,1,66,Luiz Miguel da Rosa,Comissário,1982-08-02,2020-11-25,9145.481939909045,2020-11-25 00:00:00.000000,2021-04-05 00:00:00.000000
332,2,3,Samuel Araújo,Mecânico,1984-12-09,2018-06-20,21501.800231390887,2018-06-20 00:00:00.000000,2019-03-16 00:00:00.000000
333,2,25,Nicole Gomes,Piloto,1997-12-13,2025-01-01,5467.1795220758195,2025-01-01 00:00:00.000000,2025-01-10 00:00:00.000000
334,8,26,Isis Dias,Agente de Solo,1969-07-20,2025-11-23,23856.544377697664,2025-11-23 00:00:00.000000,2025-11-25 22:51:33.899912
335,2,20,Thales Gonçalves,Comissário,1973-04-02,2021-02-12,4813.679277678997,2021-02-12 00:00:00.000000,2021-06-15 00:00:00.000000
336,7,65,Ana Vitória Teixeira,Comissário,1983-07-12,2022-04-15,7987.574504856866,2022-04-15 00:00:00.000000,2022-10-27 00:00:00.000000
337,1,77,Isabelly Campos,Agente de Solo,1973-08-20,2023-07-23,19704.05961372597,2023-07-23 00:00:00.000000,2023-12-30 00:00:00.000000
338,7,2,Dra. Eduarda Brito,Comissário,1966-12-18,2024-08-21,12444.925951470332,2024-08-21 00:00:00.000000,2024-10-04 00:00:00.000000
339,8,61,Hadassa Borges,Comissário,1987-03-18,2022-03-20,7953.382194286169,2022-03-20 00:00:00.000000,2022-11-02 00:00:00.000000
340,3,22,Enrico Costela,Mecânico,1993-05-17,2016-11-20,24675.8936520506,2016-11-20 00:00:00.000000,2017-04-13 00:00:00.000000
341,8,4,Sr. Thiago Barbosa,Mecânico,1973-08-29,2021-09-20,9399.583515822436,2021-09-20 00:00:00.000000,2022-04-14 00:00:00.000000
342,5,6,Ana Luiza das Neves,Comissário,1984-08-29,2017-11-24,19776.416523092674,2017-11-24 00:00:00.000000,2018-04-29 00:00:00.000000
343,8,62,Maria Vitória Mendonça,Comissário,1968-02-11,2017-11-07,17195.419296974425,2017-11-07 00:00:00.000000,2018-05-07 00:00:00.000000
344,4,42,Apollo Vasconcelos,Comissário,1982-12-08,2025-06-24,22550.55443259517,2025-06-24 00:00:00.000000,2025-11-25 22:51:33.900462
345,3,36,Paulo Guerra,Piloto,2005-10-08,2024-10-04,3614.3781616856377,2024-10-04 00:00:00.000000,2025-04-18 00:00:00.000000
346,6,52,Ana Sophia da Luz,Agente de Solo,2002-02-09,2017-08-16,20812.803468453098,2017-08-16 00:00:00.000000,2017-12-15 00:00:00.000000
347,8,22,Maria Luiza Rezende,Comissário,1966-12-18,2025-06-08,15067.175728086548,2025-06-08 00:00:00.000000,2025-11-25 22:51:33.900596
348,8,29,José Nogueira,Comissário,1976-12-28,2019-03-01,15145.990156582144,2019-03-01 00:00:00.000000,2019-08-22 00:00:00.000000
349,6,36,Maysa Monteiro,Comissário,1972-12-06,2018-09-29,14604.992730389553,2018-09-29 00:00:00.000000,2019-02-08 00:00:00.000000
350,2,21,Maria Alice da Cruz,Comissário,1971-08-09,2016-09-18,11124.94424964774,2016-09-18 00:00:00.000000,2016-12-15 00:00:00.000000
351,1,1,Cauã Rocha,Agente de Solo,1994-03-31,2016-03-02,7874.434241394611,2016-03-02 00:00:00.000000,2016-10-27 00:00:00.000000
352,1,11,Ana Barbosa,Mecânico,1991-04-24,2016-05-07,18195.273406011896,2016-05-07 00:00:00.000000,2016-05-30 00:00:00.000000
353,6,26,Maria Luísa Novais,Mecânico,1994-04-24,2018-08-22,20253.061721569637,2018-08-22 00:00:00.000000,2018-10-28 00:00:00.000000
354,6,34,Srta. Melina Rocha,Comissário,1990-05-18,2017-01-23,10964.710414362542,2017-01-23 00:00:00.000000,2017-05-14 00:00:00.000000
355,5,20,Cauã Teixeira,Comissário,1990-10-15,2018-06-09,24623.072389019817,2018-06-09 00:00:00.000000,2018-11-09 00:00:00.000000
356,6,70,Apollo Almeida,Comissário,2002-09-12,2017-03-29,14148.035107769878,2017-03-29 00:00:00.000000,2017-06-17 00:00:00.000000
357,7,41,João Vitor Ferreira,Mecânico,1965-11-25,2023-06-20,8751.93819857054,2023-06-20 00:00:00.000000,2023-08-27 00:00:00.000000
358,7,7,Oliver Barros,Agente de Solo,1975-12-10,2016-02-17,14924.233529766454,2016-02-17 00:00:00.000000,2016-11-19 00:00:00.000000
359,2,41,Clara Cardoso,Comissário,1990-06-17,2020-08-01,14808.926236541793,2020-08-01 00:00:00.000000,2021-01-22 00:00:00.000000
360,7,20,Dr. Kevin Monteiro,Mecânico,1989-04-17,2022-08-21,7172.63040540185,2022-08-21 00:00:00.000000,2022-08-29 00:00:00.000000
361,4,14,Sra. Helena Souza,Comissário,1973-12-28,2017-02-22,23352.895978474447,2017-02-22 00:00:00.000000,2017-07-22 00:00:00.000000
362,7,6,Lívia Camargo,Copiloto,2005-07-29,2021-08-01,14196.101989965597,2021-08-01 00:00:00.000000,2021-09-10 00:00:00.000000
